YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2025-12,WEEKDAY,15,TRAIN,EW16/NE3/TE17,41091,25376
2025-12,WEEKDAY,13,TRAIN,PW5,2187,2042
2025-12,WEEKENDS/HOLIDAY,7,TRAIN,DT17,609,1985
2025-12,WEEKENDS/HOLIDAY,18,TRAIN,PE7,1523,2121
2025-12,WEEKENDS/HOLIDAY,12,TRAIN,EW14/NS26,10462,12099
2025-12,WEEKENDS/HOLIDAY,14,TRAIN,NS4/BP1,16177,16954
2025-12,WEEKENDS/HOLIDAY,14,TRAIN,NE17/PTC,22355,21188
2025-12,WEEKENDS/HOLIDAY,5,TRAIN,NS11,4663,565
2025-12,WEEKENDS/HOLIDAY,20,TRAIN,EW1,5996,12899
2025-12,WEEKENDS/HOLIDAY,12,TRAIN,DT24,2242,1591
2025-12,WEEKENDS/HOLIDAY,21,TRAIN,DT29,1243,4783
2025-12,WEEKENDS/HOLIDAY,8,TRAIN,DT27,3030,3248
2025-12,WEEKENDS/HOLIDAY,15,TRAIN,CC8,3274,3010
2025-12,WEEKENDS/HOLIDAY,16,TRAIN,CC23,1921,1022
2025-12,WEEKENDS/HOLIDAY,16,TRAIN,NE16/STC,20351,22559
2025-12,WEEKENDS/HOLIDAY,21,TRAIN,NS8,5468,7541
2025-12,WEEKENDS/HOLIDAY,8,TRAIN,EW18,5832,5564
2025-12,WEEKENDS/HOLIDAY,6,TRAIN,EW26,11795,4876
2025-12,WEEKENDS/HOLIDAY,12,TRAIN,NS15,6460,3465
2025-12,WEEKDAY,9,TRAIN,NS13,71317,34463
2025-12,WEEKDAY,22,TRAIN,NS12,5930,22998
2025-12,WEEKENDS/HOLIDAY,17,TRAIN,TE15,5743,5599
2025-12,WEEKDAY,5,TRAIN,DT8,144,100
2025-12,WEEKDAY,6,TRAIN,DT31,10419,3287
2025-12,WEEKENDS/HOLIDAY,11,TRAIN,DT6,3018,1508
2025-12,WEEKDAY,11,TRAIN,SW5,8497,6218
2025-12,WEEKENDS/HOLIDAY,10,TRAIN,EW18,7473,5489
2025-12,WEEKDAY,18,TRAIN,NE13,36124,57252
2025-12,WEEKENDS/HOLIDAY,11,TRAIN,NS15,6192,3024
2025-12,WEEKENDS/HOLIDAY,10,TRAIN,NS10,20855,8611
2025-12,WEEKENDS/HOLIDAY,12,TRAIN,EW11,8266,8986
2025-12,WEEKENDS/HOLIDAY,13,TRAIN,CC4/DT15,6817,14739
2025-12,WEEKDAY,7,TRAIN,DT28,29649,28895
2025-12,WEEKENDS/HOLIDAY,23,TRAIN,EW7,724,3587
2025-12,WEEKENDS/HOLIDAY,16,TRAIN,TE29,1606,1712
2025-12,WEEKDAY,20,TRAIN,EW10,7700,19282
2025-12,WEEKDAY,15,TRAIN,CC4/DT15,21986,18758
2025-12,WEEKENDS/HOLIDAY,17,TRAIN,NE17/PTC,23435,25015
2025-12,WEEKDAY,12,TRAIN,TE16,8480,6112
2025-12,WEEKENDS/HOLIDAY,16,TRAIN,BP8,686,577
2025-12,WEEKDAY,13,TRAIN,DT28,8768,6819
2025-12,WEEKDAY,20,TRAIN,EW15,55206,12257
2025-12,WEEKDAY,21,TRAIN,NS3,9764,26080
2025-12,WEEKENDS/HOLIDAY,23,TRAIN,PW5,104,1354
2025-12,WEEKENDS/HOLIDAY,17,TRAIN,CC26,2228,1457
2025-12,WEEKENDS/HOLIDAY,10,TRAIN,BP11,1994,730
2025-12,WEEKDAY,5,TRAIN,NS3,11059,1019
2025-12,WEEKDAY,16,TRAIN,CC16,6684,6226
2025-12,WEEKENDS/HOLIDAY,23,TRAIN,EW25,840,3525
2025-12,WEEKENDS/HOLIDAY,20,TRAIN,CC27,798,370
2025-12,WEEKDAY,20,TRAIN,CC11,24357,11320
2025-12,WEEKENDS/HOLIDAY,12,TRAIN,NS20,16617,16415
2025-12,WEEKENDS/HOLIDAY,21,TRAIN,CC11,4602,3781
2025-12,WEEKENDS/HOLIDAY,0,TRAIN,NE5,59,57
2025-12,WEEKDAY,23,TRAIN,TE15,2191,1957
2025-12,WEEKENDS/HOLIDAY,23,TRAIN,NE16/STC,2264,10315
2025-12,WEEKENDS/HOLIDAY,6,TRAIN,BP12,963,114
2025-12,WEEKDAY,12,TRAIN,DT7,3553,3244
2025-12,WEEKENDS/HOLIDAY,11,TRAIN,PE5,3493,1473
2025-12,WEEKENDS/HOLIDAY,18,TRAIN,DT34,2609,2139
2025-12,WEEKENDS/HOLIDAY,12,TRAIN,BP2,1355,717
2025-12,WEEKENDS/HOLIDAY,12,TRAIN,CC3,3838,7067
2025-12,WEEKDAY,0,TRAIN,SE2,47,1090
2025-12,WEEKENDS/HOLIDAY,22,TRAIN,NE1/CC29,39610,5956
2025-12,WEEKDAY,0,TRAIN,PW5,49,562
2025-12,WEEKDAY,8,TRAIN,CC11,10923,117286
2025-12,WEEKDAY,17,TRAIN,BP5,3356,2898
2025-12,WEEKDAY,17,TRAIN,CC25,20516,6708
2025-12,WEEKDAY,9,TRAIN,BP13,2192,728
2025-12,WEEKDAY,17,TRAIN,DT2,13051,3186
2025-12,WEEKENDS/HOLIDAY,22,TRAIN,NS10,4429,19025
2025-12,WEEKDAY,13,TRAIN,DT17,13754,36853
2025-12,WEEKDAY,0,TRAIN,NS16,1330,8843
2025-12,WEEKENDS/HOLIDAY,14,TRAIN,DT4,853,790
2025-12,WEEKDAY,14,TRAIN,EW29,9886,5454
2025-12,WEEKDAY,0,TRAIN,EW12/DT14,2324,3574
2025-12,WEEKENDS/HOLIDAY,10,TRAIN,TE24,1888,892
2025-12,WEEKENDS/HOLIDAY,19,TRAIN,EW15,9454,6626
2025-12,WEEKDAY,5,TRAIN,DT30,1968,141
2025-12,WEEKDAY,12,TRAIN,SW2,6515,5241
2025-12,WEEKDAY,20,TRAIN,CC3,14914,3972
2025-12,WEEKDAY,13,TRAIN,NS17/CC15,28548,16240
2025-12,WEEKENDS/HOLIDAY,6,TRAIN,NS27/CE2/TE20,353,390
2025-12,WEEKENDS/HOLIDAY,10,TRAIN,SW6,2097,711
2025-12,WEEKDAY,7,TRAIN,NE16/STC,96269,29469
2025-12,WEEKDAY,6,TRAIN,PE7,4864,758
2025-12,WEEKDAY,21,TRAIN,EW32,4217,3456
2025-12,WEEKDAY,18,TRAIN,SE2,5345,13498
2025-12,WEEKDAY,10,TRAIN,TE19,3137,19405
2025-12,WEEKENDS/HOLIDAY,12,TRAIN,PE4,1005,739
2025-12,WEEKENDS/HOLIDAY,22,TRAIN,TE25,398,892
2025-12,WEEKENDS/HOLIDAY,14,TRAIN,CC14,2574,2440
2025-12,WEEKENDS/HOLIDAY,16,TRAIN,PW2,89,129
2025-12,WEEKDAY,10,TRAIN,TE1,3167,5182
2025-12,WEEKDAY,6,TRAIN,PE4,2082,410
2025-12,WEEKENDS/HOLIDAY,11,TRAIN,TE27,3240,1967
2025-12,WEEKENDS/HOLIDAY,20,TRAIN,BP5,593,740
2025-12,WEEKDAY,9,TRAIN,NS8,33931,13540
2025-12,WEEKDAY,13,TRAIN,NE4/DT19,83849,69233
2025-12,WEEKENDS/HOLIDAY,21,TRAIN,PW3,122,701
2025-12,WEEKDAY,22,TRAIN,SW2,2240,3266
2025-12,WEEKDAY,14,TRAIN,PW7,2741,2952
2025-12,WEEKENDS/HOLIDAY,5,TRAIN,NS19,988,380
2025-12,WEEKENDS/HOLIDAY,21,TRAIN,EW29,3132,5298
2025-12,WEEKDAY,20,TRAIN,SW4,1651,5624
2025-12,WEEKENDS/HOLIDAY,8,TRAIN,TE7,2286,1819
2025-12,WEEKENDS/HOLIDAY,15,TRAIN,CC17/TE9,1980,2162
2025-12,WEEKDAY,20,TRAIN,CC2,4307,2522
2025-12,WEEKENDS/HOLIDAY,7,TRAIN,EW1,7515,4596
2025-12,WEEKENDS/HOLIDAY,6,TRAIN,BP6/DT1,8606,3411
2025-12,WEEKENDS/HOLIDAY,19,TRAIN,BP8,655,722
2025-12,WEEKDAY,14,TRAIN,DT5,13031,12029
2025-12,WEEKENDS/HOLIDAY,18,TRAIN,NS15,5188,6573
2025-12,WEEKDAY,5,TRAIN,NS10,23322,3266
2025-12,WEEKDAY,21,TRAIN,CC7,3979,7863
2025-12,WEEKDAY,20,TRAIN,NE17/PTC,40426,58681
2025-12,WEEKENDS/HOLIDAY,22,TRAIN,CC6,6765,753
2025-12,WEEKDAY,16,TRAIN,DT7,5427,4732
2025-12,WEEKDAY,22,TRAIN,NE12/CC13,33702,55214
2025-12,WEEKDAY,0,TRAIN,TE19,1758,255
2025-12,WEEKENDS/HOLIDAY,20,TRAIN,DT22,10194,6267
2025-12,WEEKENDS/HOLIDAY,11,TRAIN,BP12,1540,674
2025-12,WEEKENDS/HOLIDAY,8,TRAIN,BP5,771,599
2025-12,WEEKDAY,19,TRAIN,CC2,6889,4396
2025-12,WEEKENDS/HOLIDAY,10,TRAIN,EW26,18084,5790
2025-12,WEEKENDS/HOLIDAY,13,TRAIN,BP7,479,473
2025-12,WEEKDAY,6,TRAIN,TE18,1031,3500
2025-12,WEEKDAY,22,TRAIN,SE4,719,3853
2025-12,WEEKENDS/HOLIDAY,17,TRAIN,EW7,6875,7541
2025-12,WEEKENDS/HOLIDAY,18,TRAIN,EW31,2855,2099
2025-12,WEEKDAY,14,TRAIN,BP7,797,1025
2025-12,WEEKDAY,17,TRAIN,NS14,40968,55541
2025-12,WEEKDAY,23,TRAIN,SE1,465,2863
2025-12,WEEKENDS/HOLIDAY,16,TRAIN,NS17/CC15,12164,8668
2025-12,WEEKENDS/HOLIDAY,10,TRAIN,TE22,650,3770
2025-12,WEEKDAY,20,TRAIN,EW27,42801,77218
2025-12,WEEKDAY,15,TRAIN,EW18,14583,15333
2025-12,WEEKENDS/HOLIDAY,22,TRAIN,EW25,2389,5979
2025-12,WEEKENDS/HOLIDAY,8,TRAIN,NS8,10030,5540
2025-12,WEEKENDS/HOLIDAY,6,TRAIN,TE8,986,1010
2025-12,WEEKDAY,6,TRAIN,TE15,1535,3207
2025-12,WEEKDAY,23,TRAIN,EW2/DT32,8982,25253
2025-12,WEEKENDS/HOLIDAY,11,TRAIN,TE1,1984,696
2025-12,WEEKENDS/HOLIDAY,21,TRAIN,PE7,388,2185
2025-12,WEEKDAY,18,TRAIN,DT33,25730,60446
2025-12,WEEKDAY,12,TRAIN,SE2,6261,4236
2025-12,WEEKDAY,0,TRAIN,NE9,479,1636
2025-12,WEEKENDS/HOLIDAY,16,TRAIN,TE3,4743,3643
2025-12,WEEKDAY,23,TRAIN,DT18,7508,1608
2025-12,WEEKDAY,17,TRAIN,DT28,29898,14112
2025-12,WEEKDAY,14,TRAIN,PW1,1857,3055
2025-12,WEEKDAY,22,TRAIN,TE29,846,3879
2025-12,WEEKENDS/HOLIDAY,15,TRAIN,EW30,1406,590
2025-12,WEEKENDS/HOLIDAY,6,TRAIN,DT10,540,380
2025-12,WEEKDAY,19,TRAIN,DT23,9476,6728
2025-12,WEEKENDS/HOLIDAY,23,TRAIN,DT33,718,6618
2025-12,WEEKDAY,15,TRAIN,DT13,11841,10780
2025-12,WEEKDAY,21,TRAIN,CC23,8543,1867
2025-12,WEEKDAY,22,TRAIN,DT30,2228,12897
2025-12,WEEKDAY,5,TRAIN,NE13,4045,582
2025-12,WEEKDAY,18,TRAIN,BP9,2605,5184
2025-12,WEEKDAY,18,TRAIN,CC7,11853,15204
2025-12,WEEKENDS/HOLIDAY,16,TRAIN,NS28,3571,2456
2025-12,WEEKENDS/HOLIDAY,19,TRAIN,TE22,5889,9266
2025-12,WEEKDAY,7,TRAIN,EW30,3640,31291
2025-12,WEEKENDS/HOLIDAY,22,TRAIN,SW3,166,1168
2025-12,WEEKDAY,22,TRAIN,BP5,780,1247
2025-12,WEEKDAY,19,TRAIN,EW8/CC9,76395,79876
2025-12,WEEKDAY,14,TRAIN,BP8,1649,1403
2025-12,WEEKENDS/HOLIDAY,7,TRAIN,TE19,363,1050
2025-12,WEEKENDS/HOLIDAY,0,TRAIN,CC23,6,33
2025-12,WEEKENDS/HOLIDAY,6,TRAIN,TE11,576,387
2025-12,WEEKENDS/HOLIDAY,16,TRAIN,CG2,16684,13184
2025-12,WEEKENDS/HOLIDAY,16,TRAIN,EW24/NS1,44114,38942
2025-12,WEEKDAY,13,TRAIN,NS13,49007,49456
2025-12,WEEKENDS/HOLIDAY,0,TRAIN,NE14,41,1252
2025-12,WEEKENDS/HOLIDAY,11,TRAIN,EW28,14894,5250
2025-12,WEEKDAY,23,TRAIN,EW10,2420,7518
2025-12,WEEKDAY,8,TRAIN,TE8,17755,14639
2025-12,WEEKDAY,0,TRAIN,DT23,170,454
2025-12,WEEKDAY,12,TRAIN,PW2,234,308
2025-12,WEEKDAY,22,TRAIN,BP10,645,3152
2025-12,WEEKDAY,9,TRAIN,SW5,9769,5051
2025-12,WEEKENDS/HOLIDAY,21,TRAIN,NS4/BP1,10185,18656
2025-12,WEEKDAY,16,TRAIN,NS7,24002,27450
2025-12,WEEKDAY,12,TRAIN,EW8/CC9,43380,57473
2025-12,WEEKDAY,22,TRAIN,SW8,538,2051
2025-12,WEEKDAY,22,TRAIN,CE1/DT16,92628,30443
2025-12,WEEKDAY,15,TRAIN,NE18,12455,10708
2025-12,WEEKENDS/HOLIDAY,19,TRAIN,TE11,1637,1747
2025-12,WEEKENDS/HOLIDAY,12,TRAIN,BP10,1493,1207
2025-12,WEEKDAY,15,TRAIN,EW7,10234,13230
2025-12,WEEKDAY,12,TRAIN,NS17/CC15,33108,14114
2025-12,WEEKENDS/HOLIDAY,15,TRAIN,DT6,2218,2115
2025-12,WEEKENDS/HOLIDAY,8,TRAIN,NE1/CC29,9868,18905
2025-12,WEEKDAY,20,TRAIN,BP13,585,1669
2025-12,WEEKENDS/HOLIDAY,10,TRAIN,CC16,2578,2955
2025-12,WEEKDAY,9,TRAIN,DT18,4730,81872
2025-12,WEEKENDS/HOLIDAY,7,TRAIN,NS20,3230,10137
2025-12,WEEKENDS/HOLIDAY,10,TRAIN,NE17/PTC,20274,14573
2025-12,WEEKDAY,7,TRAIN,CC6,1416,5201
2025-12,WEEKDAY,17,TRAIN,SW7,3030,3702
2025-12,WEEKDAY,14,TRAIN,EW19,12056,13440
2025-12,WEEKDAY,17,TRAIN,DT23,15461,5562
2025-12,WEEKENDS/HOLIDAY,0,TRAIN,SE4,10,215
2025-12,WEEKDAY,9,TRAIN,BP12,4159,1443
2025-12,WEEKDAY,7,TRAIN,PW1,524,2230
2025-12,WEEKDAY,18,TRAIN,PE3,6849,13820
2025-12,WEEKDAY,5,TRAIN,NS5,15875,2248
2025-12,WEEKENDS/HOLIDAY,20,TRAIN,DT20,2837,2288
2025-12,WEEKENDS/HOLIDAY,20,TRAIN,BP3,766,2211
2025-12,WEEKENDS/HOLIDAY,9,TRAIN,EW3,6565,2911
2025-12,WEEKENDS/HOLIDAY,23,TRAIN,DT17,1192,426
2025-12,WEEKDAY,12,TRAIN,NS27/CE2/TE20,6630,4811
2025-12,WEEKDAY,16,TRAIN,CC26,7111,2885
2025-12,WEEKENDS/HOLIDAY,5,TRAIN,SE1,312,105
2025-12,WEEKENDS/HOLIDAY,10,TRAIN,SW5,3687,2547
2025-12,WEEKENDS/HOLIDAY,0,TRAIN,NE17/PTC,272,1726
2025-12,WEEKDAY,13,TRAIN,TE22,2659,5337
2025-12,WEEKDAY,0,TRAIN,EW27,670,6638
2025-12,WEEKENDS/HOLIDAY,12,TRAIN,SW4,1845,1259
2025-12,WEEKDAY,5,TRAIN,NS14,15485,3062
2025-12,WEEKENDS/HOLIDAY,15,TRAIN,NS7,13019,9492
2025-12,WEEKDAY,11,TRAIN,EW25,11488,5662
2025-12,WEEKENDS/HOLIDAY,19,TRAIN,NE9,9869,10445
2025-12,WEEKENDS/HOLIDAY,10,TRAIN,TE5,2801,1079
2025-12,WEEKENDS/HOLIDAY,17,TRAIN,PW3,465,513
2025-12,WEEKENDS/HOLIDAY,14,TRAIN,NE14,13243,11802
2025-12,WEEKDAY,12,TRAIN,DT5,16119,12902
2025-12,WEEKDAY,8,TRAIN,CC4/DT15,3799,66431
2025-12,WEEKENDS/HOLIDAY,6,TRAIN,EW2/DT32,7837,4642
2025-12,WEEKENDS/HOLIDAY,13,TRAIN,CC6,3804,5103
2025-12,WEEKENDS/HOLIDAY,14,TRAIN,EW7,5806,5628
2025-12,WEEKDAY,11,TRAIN,PE6,10006,6762
2025-12,WEEKENDS/HOLIDAY,10,TRAIN,NS2,13476,8523
2025-12,WEEKENDS/HOLIDAY,5,TRAIN,CC27,17,0
2025-12,WEEKDAY,13,TRAIN,NE15,21484,19089
2025-12,WEEKDAY,9,TRAIN,NE16/STC,62778,23088
2025-12,WEEKDAY,5,TRAIN,PW6,598,7
2025-12,WEEKDAY,6,TRAIN,NS21/DT11,22776,26159
2025-12,WEEKENDS/HOLIDAY,5,TRAIN,TE24,22,0
2025-12,WEEKDAY,18,TRAIN,PW5,2868,6383
2025-12,WEEKENDS/HOLIDAY,16,TRAIN,BP4,640,750
2025-12,WEEKDAY,12,TRAIN,EW1,27043,16224
2025-12,WEEKDAY,14,TRAIN,NE13,20516,20211
2025-12,WEEKENDS/HOLIDAY,21,TRAIN,CC17/TE9,1327,2475
2025-12,WEEKDAY,18,TRAIN,PW4,5137,10675
2025-12,WEEKENDS/HOLIDAY,21,TRAIN,CC16,1415,2575
2025-12,WEEKENDS/HOLIDAY,8,TRAIN,TE23,1083,1142
2025-12,WEEKENDS/HOLIDAY,21,TRAIN,NS11,7853,23464
2025-12,WEEKENDS/HOLIDAY,17,TRAIN,PW2,121,150
2025-12,WEEKENDS/HOLIDAY,23,TRAIN,NS4/BP1,2799,8768
2025-12,WEEKENDS/HOLIDAY,17,TRAIN,DT10,1829,1352
2025-12,WEEKENDS/HOLIDAY,0,TRAIN,CG1/DT35,24,262
2025-12,WEEKDAY,14,TRAIN,EW33,3166,2862
2025-12,WEEKDAY,23,TRAIN,TE5,612,3544
2025-12,WEEKENDS/HOLIDAY,19,TRAIN,DT10,1255,1394
2025-12,WEEKDAY,13,TRAIN,CG1/DT35,13083,15500
2025-12,WEEKENDS/HOLIDAY,6,TRAIN,SE4,778,221
2025-12,WEEKDAY,10,TRAIN,DT13,7875,13357
2025-12,WEEKDAY,23,TRAIN,EW19,1968,7915
2025-12,WEEKENDS/HOLIDAY,10,TRAIN,TE13,1912,2297
2025-12,WEEKENDS/HOLIDAY,6,TRAIN,PE7,693,92
2025-12,WEEKDAY,14,TRAIN,CC5,4414,4447
2025-12,WEEKDAY,17,TRAIN,PW4,5554,7389
2025-12,WEEKDAY,15,TRAIN,CC6,7040,8182
2025-12,WEEKDAY,7,TRAIN,EW2/DT32,103193,54503
2025-12,WEEKENDS/HOLIDAY,15,TRAIN,CE1/DT16,29806,30977
2025-12,WEEKDAY,22,TRAIN,TE4,3506,3558
2025-12,WEEKDAY,12,TRAIN,DT8,3818,3004
2025-12,WEEKDAY,11,TRAIN,DT3,7445,2716
2025-12,WEEKDAY,14,TRAIN,NS4/BP1,32807,36977
2025-12,WEEKENDS/HOLIDAY,6,TRAIN,NE1/CC29,2721,9954
2025-12,WEEKENDS/HOLIDAY,22,TRAIN,TE16,2258,4316
2025-12,WEEKDAY,22,TRAIN,DT23,3295,3327
2025-12,WEEKENDS/HOLIDAY,10,TRAIN,EW27,19913,14359
2025-12,WEEKDAY,6,TRAIN,SW8,2222,1141
2025-12,WEEKENDS/HOLIDAY,20,TRAIN,EW26,7414,17232
2025-12,WEEKDAY,7,TRAIN,EW18,26267,28111
2025-12,WEEKDAY,12,TRAIN,NS3,21193,15170
2025-12,WEEKENDS/HOLIDAY,0,TRAIN,EW19,50,321
2025-12,WEEKDAY,22,TRAIN,NS9/TE2,30137,67466
2025-12,WEEKENDS/HOLIDAY,22,TRAIN,TE24,358,1026
2025-12,WEEKENDS/HOLIDAY,18,TRAIN,EW9,12757,17640
2025-12,WEEKENDS/HOLIDAY,20,TRAIN,SE3,518,2043
2025-12,WEEKENDS/HOLIDAY,21,TRAIN,BP9,335,722
2025-12,WEEKDAY,6,TRAIN,NE17/PTC,32808,10239
2025-12,WEEKENDS/HOLIDAY,17,TRAIN,NS18,6223,6699
2025-12,WEEKDAY,17,TRAIN,CE1/DT16,53295,56563
2025-12,WEEKDAY,20,TRAIN,SE1,1863,6554
2025-12,WEEKDAY,21,TRAIN,EW22,6655,7129
2025-12,WEEKENDS/HOLIDAY,20,TRAIN,NE11,4935,6521
2025-12,WEEKENDS/HOLIDAY,5,TRAIN,NE12/CC13,1018,285
2025-12,WEEKDAY,6,TRAIN,DT20,1093,4505
2025-12,WEEKENDS/HOLIDAY,8,TRAIN,CC17/TE9,2348,2397
2025-12,WEEKDAY,7,TRAIN,CG1/DT35,4141,29299
2025-12,WEEKDAY,23,TRAIN,SW1,356,641
2025-12,WEEKENDS/HOLIDAY,13,TRAIN,BP6/DT1,18294,14860
2025-12,WEEKENDS/HOLIDAY,7,TRAIN,DT21,805,1660
2025-12,WEEKENDS/HOLIDAY,10,TRAIN,SW7,1499,515
2025-12,WEEKENDS/HOLIDAY,22,TRAIN,NS14,6988,18238
2025-12,WEEKDAY,5,TRAIN,CC3,76,7
2025-12,WEEKDAY,10,TRAIN,EW14/NS26,20929,84630
2025-12,WEEKENDS/HOLIDAY,21,TRAIN,CC2,1028,906
2025-12,WEEKDAY,15,TRAIN,TE14/NS22,102629,97807
2025-12,WEEKDAY,13,TRAIN,TE4,5971,3969
2025-12,WEEKENDS/HOLIDAY,18,TRAIN,TE19,2201,1761
2025-12,WEEKENDS/HOLIDAY,5,TRAIN,EW4,700,41
2025-12,WEEKDAY,14,TRAIN,NE5,12697,13867
2025-12,WEEKENDS/HOLIDAY,14,TRAIN,EW31,1315,582
2025-12,WEEKENDS/HOLIDAY,17,TRAIN,SE2,2584,2661
2025-12,WEEKDAY,21,TRAIN,EW17,18831,30117
2025-12,WEEKDAY,13,TRAIN,DT29,6279,4894
2025-12,WEEKDAY,13,TRAIN,DT24,5041,4009
2025-12,WEEKDAY,0,TRAIN,NS7,1688,3201
2025-12,WEEKENDS/HOLIDAY,6,TRAIN,TE5,920,492
2025-12,WEEKDAY,5,TRAIN,TE15,262,59
2025-12,WEEKDAY,13,TRAIN,DT33,14954,11032
2025-12,WEEKDAY,7,TRAIN,PW4,9670,1640
2025-12,WEEKDAY,10,TRAIN,PE5,7142,2241
2025-12,WEEKDAY,19,TRAIN,EW12/DT14,99588,75364
2025-12,WEEKENDS/HOLIDAY,11,TRAIN,EW7,7445,4587
2025-12,WEEKDAY,12,TRAIN,TE15,10131,13390
2025-12,WEEKDAY,22,TRAIN,EW33,1656,3952
2025-12,WEEKENDS/HOLIDAY,22,TRAIN,DT4,184,922
2025-12,WEEKENDS/HOLIDAY,23,TRAIN,EW30,102,604
2025-12,WEEKENDS/HOLIDAY,6,TRAIN,DT23,842,442
2025-12,WEEKDAY,5,TRAIN,NS13,26679,4427
2025-12,WEEKDAY,8,TRAIN,NS12,66901,20701
2025-12,WEEKDAY,13,TRAIN,SW2,6598,5117
2025-12,WEEKENDS/HOLIDAY,0,TRAIN,PE4,24,140
2025-12,WEEKDAY,14,TRAIN,PW4,4190,4892
2025-12,WEEKENDS/HOLIDAY,18,TRAIN,DT30,3541,4153
2025-12,WEEKDAY,12,TRAIN,NE1/CC29,36472,89130
2025-12,WEEKENDS/HOLIDAY,5,TRAIN,TE5,188,11
2025-12,WEEKENDS/HOLIDAY,13,TRAIN,CC14,3057,2423
2025-12,WEEKENDS/HOLIDAY,5,TRAIN,TE27,142,1
2025-12,WEEKENDS/HOLIDAY,23,TRAIN,TE27,312,1494
2025-12,WEEKENDS/HOLIDAY,10,TRAIN,EW11,7972,7749
2025-12,WEEKENDS/HOLIDAY,11,TRAIN,EW24/NS1,18773,41369
2025-12,WEEKENDS/HOLIDAY,0,TRAIN,EW6,30,348
2025-12,WEEKENDS/HOLIDAY,14,TRAIN,CC3,5241,5638
2025-12,WEEKDAY,10,TRAIN,SW2,5084,3996
2025-12,WEEKENDS/HOLIDAY,0,TRAIN,EW32,2,444
2025-12,WEEKDAY,16,TRAIN,TE4,7537,3870
2025-12,WEEKDAY,11,TRAIN,DT22,8868,9951
2025-12,WEEKENDS/HOLIDAY,14,TRAIN,BP12,962,851
2025-12,WEEKDAY,12,TRAIN,CC10/DT26,18639,12711
2025-12,WEEKENDS/HOLIDAY,14,TRAIN,EW18,6134,6639
2025-12,WEEKDAY,12,TRAIN,CC17/TE9,7859,4269
2025-12,WEEKDAY,11,TRAIN,TE1,4439,3655
2025-12,WEEKENDS/HOLIDAY,0,TRAIN,CC3,3,8
2025-12,WEEKDAY,10,TRAIN,EW33,3464,2428
2025-12,WEEKENDS/HOLIDAY,10,TRAIN,TE3,5075,2322
2025-12,WEEKENDS/HOLIDAY,19,TRAIN,DT31,2865,4840
2025-12,WEEKENDS/HOLIDAY,12,TRAIN,NS21/DT11,28297,27010
2025-12,WEEKENDS/HOLIDAY,8,TRAIN,TE6,6304,2209
2025-12,WEEKENDS/HOLIDAY,17,TRAIN,SW2,2928,2656
2025-12,WEEKDAY,17,TRAIN,NE18,17262,16621
2025-12,WEEKDAY,21,TRAIN,TE5,3024,7256
2025-12,WEEKENDS/HOLIDAY,16,TRAIN,NE14,12778,13908
2025-12,WEEKENDS/HOLIDAY,13,TRAIN,TE27,2376,2453
2025-12,WEEKENDS/HOLIDAY,8,TRAIN,TE29,1522,651
2025-12,WEEKENDS/HOLIDAY,18,TRAIN,SE4,1540,1783
2025-12,WEEKDAY,9,TRAIN,CC26,3662,13645
2025-12,WEEKENDS/HOLIDAY,9,TRAIN,TE28,1831,955
2025-12,WEEKENDS/HOLIDAY,17,TRAIN,TE13,2380,2906
2025-12,WEEKDAY,22,TRAIN,DT6,2252,4619
2025-12,WEEKDAY,20,TRAIN,EW4,7254,14518
2025-12,WEEKENDS/HOLIDAY,18,TRAIN,EW2/DT32,28174,34514
2025-12,WEEKDAY,13,TRAIN,SE4,3991,3385
2025-12,WEEKDAY,15,TRAIN,EW1,20306,23217
2025-12,WEEKDAY,5,TRAIN,CC23,293,695
2025-12,WEEKENDS/HOLIDAY,13,TRAIN,BP4,708,587
2025-12,WEEKDAY,7,TRAIN,NS21/DT11,58017,66285
2025-12,WEEKDAY,21,TRAIN,SW8,649,2612
2025-12,WEEKDAY,15,TRAIN,NE9,20913,17964
2025-12,WEEKDAY,22,TRAIN,NS3,6953,21118
2025-12,WEEKENDS/HOLIDAY,10,TRAIN,DT27,4160,2434
2025-12,WEEKENDS/HOLIDAY,11,TRAIN,DT4,1407,528
2025-12,WEEKDAY,11,TRAIN,TE29,4326,1609
2025-12,WEEKENDS/HOLIDAY,19,TRAIN,EW1,9056,14275
2025-12,WEEKDAY,6,TRAIN,TE4,3584,3717
2025-12,WEEKENDS/HOLIDAY,14,TRAIN,NS9/TE2,27239,28447
2025-12,WEEKENDS/HOLIDAY,5,TRAIN,TE15,37,11
2025-12,WEEKDAY,21,TRAIN,EW27,35529,59382
2025-12,WEEKDAY,9,TRAIN,DT24,9936,6814
2025-12,WEEKENDS/HOLIDAY,17,TRAIN,TE24,1645,1812
2025-12,WEEKDAY,19,TRAIN,DT20,10574,10110
2025-12,WEEKENDS/HOLIDAY,13,TRAIN,NS9/TE2,28028,28653
2025-12,WEEKDAY,0,TRAIN,SW2,105,440
2025-12,WEEKDAY,19,TRAIN,CG1/DT35,34461,13922
2025-12,WEEKENDS/HOLIDAY,22,TRAIN,PW4,805,1450
2025-12,WEEKDAY,6,TRAIN,TE1,11732,3362
